Sample	Unique Reads	Duplicate Reads
SRR5127847_1_paired_fastp_fixedheaders_kneaddata_paired_2	8697287.0	1091929.0
SRR5127848_1_paired_fastp_fixedheaders_kneaddata_paired_1	9493689.0	1412726.0
SRR5127848_1_paired_fastp_fixedheaders_kneaddata_paired_2	9407859.0	1498556.0
SRR5127849_1_paired_fastp_fixedheaders_kneaddata_paired_1	10333385.0	1835356.0
SRR5127849_1_paired_fastp_fixedheaders_kneaddata_paired_2	10301335.0	1867406.0
SRR5127850_1_paired_fastp_fixedheaders_kneaddata_paired_1	9384145.0	1212373.0
SRR5127850_1_paired_fastp_fixedheaders_kneaddata_paired_2	9395635.0	1200883.0
SRR5127851_1_paired_fastp_fixedheaders_kneaddata_paired_1	10120269.0	1391767.0
SRR5127851_1_paired_fastp_fixedheaders_kneaddata_paired_2	10113410.0	1398626.0
SRR5127852_1_paired_fastp_fixedheaders_kneaddata_paired_1	11885568.0	1478457.0
SRR5127852_1_paired_fastp_fixedheaders_kneaddata_paired_2	11817234.0	1546791.0
SRR5127853_1_paired_fastp_fixedheaders_kneaddata_paired_1	20573745.0	7671284.0
SRR5127853_1_paired_fastp_fixedheaders_kneaddata_paired_2	20590462.0	7654567.0
SRR5127854_1_paired_fastp_fixedheaders_kneaddata_paired_1	11584886.0	1831793.0
SRR5127854_1_paired_fastp_fixedheaders_kneaddata_paired_2	11565969.0	1850710.0
SRR5127855_1_paired_fastp_fixedheaders_kneaddata_paired_1	10968736.0	1809700.0
SRR5127855_1_paired_fastp_fixedheaders_kneaddata_paired_2	10978794.0	1799642.0
SRR5127856_1_paired_fastp_fixedheaders_kneaddata_paired_1	10757082.0	2087917.0
SRR5127856_1_paired_fastp_fixedheaders_kneaddata_paired_2	10788493.0	2056506.0
SRR5127857_1_paired_fastp_fixedheaders_kneaddata_paired_1	12680898.0	3303833.0
SRR5127857_1_paired_fastp_fixedheaders_kneaddata_paired_2	12802805.0	3181926.0
SRR5127858_1_paired_fastp_fixedheaders_kneaddata_paired_1	10391848.0	1707701.0
SRR5127858_1_paired_fastp_fixedheaders_kneaddata_paired_2	10332038.0	1767511.0
SRR5127859_1_paired_fastp_fixedheaders_kneaddata_paired_1	14377740.0	2737926.0
SRR5127859_1_paired_fastp_fixedheaders_kneaddata_paired_2	14428073.0	2687593.0
SRR5127860_1_paired_fastp_fixedheaders_kneaddata_paired_1	12299049.0	2879038.0
SRR5127860_1_paired_fastp_fixedheaders_kneaddata_paired_2	12238471.0	2939616.0
SRR5127861_1_paired_fastp_fixedheaders_kneaddata_paired_1	10852957.0	1830754.0
SRR5127861_1_paired_fastp_fixedheaders_kneaddata_paired_2	10758897.0	1924814.0
SRR5127862_1_paired_fastp_fixedheaders_kneaddata_paired_1	8151156.0	1110975.0
SRR5127862_1_paired_fastp_fixedheaders_kneaddata_paired_2	8210486.0	1051645.0
